EST	EST Length	Query Start Position
Locus_110504_Transcript_1	1652	1630
Locus_116363_Transcript_1	3580	2800
Locus_103530_Transcript_1	2281	104
Locus_108229_Transcript_1	4734	2252
Locus_88510_Transcript_1	1428	1278
Locus_103534_Transcript_1	2226	104
Locus_6260_Transcript_1	2644	254
Locus_103535_Transcript_1	2283	121
Locus_103536_Transcript_1	2194	121
Locus_103537_Transcript_1	2428	104
Locus_60433_Transcript_1	2111	1955
Locus_99497_Transcript_1	2744	2533
Locus_24241_Transcript_1	3052	81
Locus_22085_Transcript_1	2749	191
Locus_65903_Transcript_1	2415	2404
Locus_65907_Transcript_1	2600	2589
Locus_65906_Transcript_1	2384	2373
Locus_116886_Transcript_1	3118	2943
Locus_116886_Transcript_2	3051	2876
Locus_70881_Transcript_1	2221	1547
Locus_86499_Transcript_1	5131	2518
Locus_33615_Transcript_1	4667	132
Locus_15685_Transcript_1	3985	1771
Locus_15684_Transcript_1	4018	1771
Locus_123157_Transcript_1	1152	1094
Locus_81158_Transcript_1	2046	70
Locus_90414_Transcript_1	1976	1969
Locus_90411_Transcript_1	4998	557
Locus_90410_Transcript_1	5256	1017
Locus_48620_Transcript_1	3248	1463
Locus_48629_Transcript_1	4430	2483
Locus_124547_Transcript_2	991	976
Locus_59732_Transcript_1	3662	3169
Locus_59736_Transcript_1	3335	2842
Locus_121446_Transcript_1	3095	53
Locus_89537_Transcript_1	5457	5325
Locus_65293_Transcript_1	1593	1490
Locus_58012_Transcript_1	3187	26
Locus_628_Transcript_1	3375	82
Locus_103538_Transcript_1	3047	104
Locus_20100_Transcript_1	2440	2428
Locus_117849_Transcript_1	1379	1308
Locus_117848_Transcript_1	1379	1308
Locus_117845_Transcript_1	1601	1559
Locus_117844_Transcript_1	1646	1559
Locus_117847_Transcript_1	1379	1308
Locus_117846_Transcript_1	1395	1308
Locus_35406_Transcript_2	6957	102
Locus_120157_Transcript_1	2321	74
Locus_101371_Transcript_1	1657	1592
Locus_21162_Transcript_1	2983	418
Locus_21161_Transcript_1	2613	418
Locus_21160_Transcript_1	3013	418
Locus_99491_Transcript_1	3275	3064
Locus_65188_Transcript_1	2945	640
Locus_54856_Transcript_1	5846	277
Locus_22452_Transcript_1	919	852
Locus_22452_Transcript_2	963	857
Locus_22452_Transcript_3	1947	1880
Locus_22452_Transcript_4	1007	940
Locus_49820_Transcript_1	2193	2107
Locus_123742_Transcript_1	2273	1019
Locus_109945_Transcript_1	1995	97
Locus_35303_Transcript_1	1503	12
Locus_23191_Transcript_1	2736	9
Locus_6152_Transcript_1	1439	1346
Locus_6154_Transcript_1	945	708
Locus_6159_Transcript_1	1597	1504
Locus_126763_Transcript_1	2898	2786
Locus_126763_Transcript_2	2842	2730
Locus_122762_Transcript_1	1184	106
Locus_122765_Transcript_1	2030	1958
Locus_123499_Transcript_1	1802	99
Locus_17741_Transcript_1	2453	227
Locus_17741_Transcript_2	2362	174
Locus_17741_Transcript_3	2329	174
Locus_17741_Transcript_4	2375	227
Locus_20471_Transcript_1	2384	314
Locus_79016_Transcript_1	8673	8393
Locus_2670_Transcript_3	7652	22
Locus_2670_Transcript_4	7562	22
Locus_2670_Transcript_5	7712	22
Locus_104393_Transcript_1	3915	130
Locus_104392_Transcript_1	3838	130
Locus_6848_Transcript_1	1037	47
Locus_53211_Transcript_1	935	861
Locus_112250_Transcript_1	1000	62
Locus_109111_Transcript_1	4902	4740
Locus_116892_Transcript_1	472	9
Locus_102309_Transcript_1	5188	25
Locus_119559_Transcript_1	2787	170
Locus_119559_Transcript_2	2817	170
Locus_119559_Transcript_3	2730	170
Locus_119559_Transcript_4	2812	170
Locus_119559_Transcript_5	2774	170
Locus_119559_Transcript_6	2789	142
Locus_97641_Transcript_1	3266	3217
Locus_97645_Transcript_1	1981	1932
Locus_27954_Transcript_1	1641	1552
Locus_27955_Transcript_1	1820	1731
Locus_60688_Transcript_1	5410	5359
Locus_60681_Transcript_1	1124	1073
Locus_60680_Transcript_1	1164	1113
Locus_63334_Transcript_1	2405	933
Locus_63335_Transcript_1	2185	1003
Locus_55681_Transcript_1	5986	4256
Locus_55683_Transcript_1	5827	4256
Locus_55682_Transcript_1	5848	4256
Locus_87768_Transcript_1	2771	2064
Locus_32288_Transcript_1	693	149
Locus_79975_Transcript_1	1283	593
Locus_2149_Transcript_1	1458	1299
Locus_2149_Transcript_2	3396	3237
Locus_46420_Transcript_1	773	709
Locus_7373_Transcript_1	2398	2146
Locus_7373_Transcript_3	2472	2141
Locus_59162_Transcript_1	2136	2042
Locus_47419_Transcript_1	1427	1421
Locus_47418_Transcript_1	1632	1442
Locus_29898_Transcript_1	972	36
Locus_47412_Transcript_1	528	428
Locus_103475_Transcript_1	743	655
Locus_108156_Transcript_1	6927	3029
Locus_42631_Transcript_1	1828	798
Locus_34382_Transcript_1	1403	1249
Locus_67844_Transcript_1	6831	6
Locus_38768_Transcript_1	2030	367
Locus_98208_Transcript_1	2710	529
Locus_98209_Transcript_1	2745	529
Locus_38760_Transcript_1	1342	408
Locus_33291_Transcript_1	3007	1442
Locus_47856_Transcript_1	2089	146
Locus_47854_Transcript_1	4746	1948
Locus_47852_Transcript_1	4680	1882
Locus_47851_Transcript_1	4604	1806
Locus_38113_Transcript_1	763	674
Locus_31473_Transcript_1	1670	1594
Locus_120804_Transcript_1	1782	1729
Locus_9856_Transcript_1	2418	2164
Locus_56160_Transcript_1	716	62
Locus_102061_Transcript_1	5639	96
Locus_78080_Transcript_1	3482	2150
Locus_78087_Transcript_1	3226	2077
Locus_78085_Transcript_1	3255	2077
Locus_78088_Transcript_1	3284	2135
Locus_104884_Transcript_1	6779	51
Locus_22052_Transcript_1	1038	871
Locus_22050_Transcript_1	882	715
Locus_104052_Transcript_1	1214	1161
Locus_102853_Transcript_1	3631	3036
Locus_128313_Transcript_1	3568	120
Locus_128312_Transcript_1	4503	120
Locus_128311_Transcript_1	4338	120
Locus_128317_Transcript_1	4648	120
Locus_128316_Transcript_1	4575	120
Locus_128315_Transcript_1	4410	120
Locus_128314_Transcript_1	3640	120
Locus_128318_Transcript_1	4576	120
Locus_84443_Transcript_1	1386	1012
Locus_84447_Transcript_1	2542	1859
Locus_96222_Transcript_1	5918	1479
Locus_96228_Transcript_1	2520	1697
Locus_103529_Transcript_1	3661	121
Locus_82463_Transcript_1	2778	1415
Locus_82462_Transcript_1	2510	1415
Locus_122379_Transcript_1	5237	213
Locus_63006_Transcript_1	1963	1920
Locus_13036_Transcript_1	3992	3721
Locus_50439_Transcript_1	2307	1159
Locus_50438_Transcript_1	1921	718
Locus_50437_Transcript_1	1926	730
Locus_50433_Transcript_1	2047	1167
Locus_51388_Transcript_1	4948	218
Locus_51389_Transcript_1	4981	218
Locus_72121_Transcript_1	600	462
Locus_52870_Transcript_1	2634	1325
Locus_6838_Transcript_1	1236	1174
Locus_127734_Transcript_1	3966	3866
Locus_9133_Transcript_1	912	862
Locus_9133_Transcript_2	1716	862
Locus_80581_Transcript_1	3598	97
Locus_80584_Transcript_1	4219	4163
Locus_105715_Transcript_1	3056	153
Locus_80585_Transcript_1	2578	133
Locus_120611_Transcript_1	9412	8010
Locus_123385_Transcript_1	1965	1473
Locus_123386_Transcript_1	1572	1471
Locus_123388_Transcript_1	1150	74
Locus_120601_Transcript_1	3456	1733
Locus_120603_Transcript_1	3435	1733
Locus_120602_Transcript_1	3634	1733
Locus_120607_Transcript_1	9737	7891
Locus_120606_Transcript_1	9758	7891
Locus_16064_Transcript_1	1055	1027
Locus_16067_Transcript_1	1077	1061
Locus_1546_Transcript_1	1209	71
Locus_1547_Transcript_1	1431	231
Locus_1544_Transcript_1	1779	134
Locus_1545_Transcript_1	1036	18
Locus_1542_Transcript_1	1698	1496
Locus_1543_Transcript_1	1596	134
Locus_1540_Transcript_1	3345	1550
Locus_96797_Transcript_1	1846	1259
Locus_98592_Transcript_1	2688	87
Locus_98593_Transcript_1	1823	87
Locus_98591_Transcript_1	1879	87
Locus_26044_Transcript_1	1498	87
Locus_72273_Transcript_1	4173	3506
Locus_72272_Transcript_1	1349	1025
Locus_72271_Transcript_1	1726	1025
Locus_42128_Transcript_1	905	835
Locus_42129_Transcript_1	1177	839
Locus_42120_Transcript_1	1041	710
Locus_10379_Transcript_1	1538	23
Locus_117293_Transcript_1	1669	115
Locus_5545_Transcript_1	5882	114
Locus_59562_Transcript_1	1007	990
Locus_110987_Transcript_1	2570	72
Locus_32914_Transcript_1	2762	2676
Locus_32913_Transcript_1	2705	2565
Locus_32910_Transcript_1	2557	2480
Locus_61273_Transcript_1	2518	1030
Locus_106310_Transcript_1	3937	82
Locus_89020_Transcript_1	903	675
Locus_103039_Transcript_1	1904	1409
Locus_103038_Transcript_1	2047	1406
Locus_130477_Transcript_1	737	136
Locus_12074_Transcript_1	1548	44
Locus_12896_Transcript_1	929	50
Locus_95879_Transcript_1	4077	3789
Locus_116829_Transcript_1	3356	3264
Locus_2761_Transcript_1	1251	12
Locus_61927_Transcript_1	5117	3775
Locus_61925_Transcript_1	3027	179
Locus_61928_Transcript_1	3961	3775
Locus_53210_Transcript_1	1679	861
Locus_126031_Transcript_1	2650	2575
Locus_100008_Transcript_1	725	664
Locus_100896_Transcript_1	5978	5566
Locus_85345_Transcript_1	1056	952
Locus_85342_Transcript_1	979	875
Locus_119135_Transcript_1	773	477
Locus_119134_Transcript_1	593	488
Locus_82634_Transcript_1	4573	3822
Locus_82635_Transcript_1	3768	3280
Locus_82630_Transcript_1	4313	3726
Locus_82632_Transcript_1	4409	3822
Locus_7926_Transcript_1	1523	120
Locus_7926_Transcript_2	1522	120
Locus_7927_Transcript_1	1476	53
Locus_7922_Transcript_1	1449	58
Locus_7922_Transcript_2	1493	58
Locus_7922_Transcript_3	1703	52
Locus_7923_Transcript_1	1709	58
Locus_53585_Transcript_1	2783	1440
Locus_53580_Transcript_1	2774	1440
Locus_54057_Transcript_1	1667	136
Locus_54055_Transcript_1	1307	290
Locus_54054_Transcript_1	3910	290
Locus_54053_Transcript_1	5757	290
Locus_102762_Transcript_1	4908	326
Locus_102763_Transcript_1	4931	326
Locus_102760_Transcript_1	5210	326
Locus_102761_Transcript_1	5212	326
Locus_102766_Transcript_1	5225	326
Locus_102767_Transcript_1	5251	326
Locus_102764_Transcript_1	4939	326
Locus_102765_Transcript_1	5249	326
Locus_35030_Transcript_1	1537	1432
Locus_35030_Transcript_2	1549	1444
Locus_35030_Transcript_3	1597	1444
Locus_42121_Transcript_1	1203	1065
Locus_116989_Transcript_1	1428	269
Locus_21813_Transcript_1	982	962
Locus_21812_Transcript_1	1093	1073
Locus_21812_Transcript_2	940	920
Locus_58011_Transcript_1	1624	26
Locus_27884_Transcript_1	723	78
Locus_111874_Transcript_1	1578	1514
Locus_111875_Transcript_1	1642	1536
Locus_111872_Transcript_1	1520	1514
Locus_111873_Transcript_1	1576	1514
Locus_111870_Transcript_1	1568	1514
Locus_109027_Transcript_1	2873	2803
Locus_75621_Transcript_1	7033	110
Locus_75620_Transcript_1	6324	110
Locus_75622_Transcript_1	7536	110
Locus_127814_Transcript_1	2181	2173
Locus_120972_Transcript_1	3967	3901
Locus_44316_Transcript_1	618	166
Locus_61187_Transcript_1	4461	4455
Locus_61189_Transcript_1	4811	4796
Locus_61188_Transcript_1	4444	4438
Locus_122145_Transcript_1	2423	2362
Locus_15651_Transcript_1	991	73
Locus_78079_Transcript_1	1369	194
Locus_84849_Transcript_1	3731	369
Locus_125249_Transcript_1	1677	685
Locus_84270_Transcript_1	6551	2261
Locus_94831_Transcript_1	1429	1276
Locus_94830_Transcript_1	1957	1483
Locus_94834_Transcript_1	1159	867
Locus_80724_Transcript_1	2827	2711
Locus_120731_Transcript_1	4078	4019
Locus_102380_Transcript_1	629	58
Locus_102382_Transcript_1	784	123
Locus_107269_Transcript_1	2299	2244
Locus_107261_Transcript_1	2703	2648
Locus_107263_Transcript_1	1886	1831
Locus_28738_Transcript_1	1835	286
Locus_74103_Transcript_1	2854	2716
Locus_57301_Transcript_1	14,121	324
Locus_101858_Transcript_1	7163	2908
Locus_101855_Transcript_1	3904	2337
Locus_14085_Transcript_1	4013	119
Locus_14089_Transcript_1	3529	253
Locus_70736_Transcript_1	1932	363
Locus_70737_Transcript_1	2105	412
Locus_70738_Transcript_1	2174	1821
Locus_38759_Transcript_1	1584	408
Locus_38756_Transcript_1	1566	66
Locus_38757_Transcript_1	1500	429
Locus_85855_Transcript_1	9024	8741
Locus_1558_Transcript_1	1274	1204
Locus_111033_Transcript_1	5218	92
Locus_111030_Transcript_1	2524	92
Locus_111034_Transcript_1	3628	92
Locus_111035_Transcript_1	4343	92
Locus_53975_Transcript_1	3257	3147
Locus_35862_Transcript_1	3214	3124
Locus_35866_Transcript_1	2654	2564
Locus_35869_Transcript_1	4503	4413
Locus_35868_Transcript_1	2718	2628
Locus_85060_Transcript_1	4046	1150
Locus_85061_Transcript_1	2785	1150
Locus_85062_Transcript_1	2439	1148
Locus_85063_Transcript_1	2443	1150
Locus_123994_Transcript_1	2103	67
Locus_123995_Transcript_1	2040	309
Locus_123996_Transcript_1	2551	77
Locus_123997_Transcript_1	2446	77
Locus_129971_Transcript_1	754	116
Locus_93215_Transcript_1	3465	3395
Locus_93217_Transcript_1	3062	2999
Locus_22294_Transcript_1	1993	1843
Locus_119129_Transcript_1	580	459
Locus_37723_Transcript_1	1038	25
Locus_37721_Transcript_1	1036	25
Locus_120344_Transcript_2	1529	113
Locus_45514_Transcript_1	2056	1637
Locus_45517_Transcript_1	1777	1637
Locus_45510_Transcript_1	1728	1425
Locus_45511_Transcript_1	1690	1550
Locus_45512_Transcript_1	1840	1537
Locus_45513_Transcript_1	2206	1787
Locus_45518_Transcript_1	1597	1457
Locus_45519_Transcript_1	1751	1457
Locus_114767_Transcript_1	4954	4723
Locus_57599_Transcript_1	7813	140
Locus_57597_Transcript_1	2203	2111
Locus_57596_Transcript_1	3561	3380
Locus_57594_Transcript_1	3581	3400
Locus_57592_Transcript_1	1764	1547
Locus_24902_Transcript_1	1517	834
Locus_24903_Transcript_1	1768	834
Locus_24900_Transcript_1	2101	1160
Locus_24900_Transcript_2	2257	1409
Locus_24907_Transcript_1	2958	1360
Locus_24904_Transcript_1	2814	1160
Locus_124965_Transcript_1	792	84
Locus_2614_Transcript_1	2400	2229
Locus_2613_Transcript_1	3874	172
Locus_67446_Transcript_1	3081	2807
Locus_67447_Transcript_1	2855	2581
Locus_67444_Transcript_1	4068	3794
Locus_67445_Transcript_1	2990	2716
Locus_25825_Transcript_1	1406	695
Locus_101651_Transcript_1	5026	4257
Locus_101655_Transcript_1	4621	3205
Locus_70964_Transcript_1	3085	183
Locus_74779_Transcript_1	4077	3927
Locus_100344_Transcript_1	3721	56
Locus_59573_Transcript_1	1252	1094
Locus_59577_Transcript_1	1150	992
Locus_129744_Transcript_1	3017	122
Locus_8254_Transcript_1	586	522
Locus_8254_Transcript_2	587	522
Locus_69123_Transcript_1	2954	2750
Locus_69127_Transcript_1	1535	18
Locus_69126_Transcript_1	3342	3117
Locus_69125_Transcript_1	3093	2868
Locus_69124_Transcript_1	2903	2699
Locus_49802_Transcript_1	2143	2057
Locus_49805_Transcript_1	2747	2661
Locus_2964_Transcript_1	4746	4689
Locus_79148_Transcript_1	11,914	98
Locus_79149_Transcript_1	12,159	98
Locus_23571_Transcript_1	831	812
Locus_23571_Transcript_2	855	836
Locus_21969_Transcript_1	3311	16
Locus_79929_Transcript_1	1606	1442
Locus_79926_Transcript_1	1779	165
Locus_6593_Transcript_1	1290	1227
Locus_6596_Transcript_1	699	17
Locus_55308_Transcript_1	2675	98
Locus_55309_Transcript_1	2697	98
Locus_42843_Transcript_1	2094	40
Locus_42842_Transcript_1	1183	40
Locus_42841_Transcript_1	1648	40
Locus_42840_Transcript_1	1496	40
Locus_42847_Transcript_1	1528	27
Locus_42846_Transcript_1	1639	27
Locus_42845_Transcript_1	1901	27
Locus_42844_Transcript_1	1879	27
Locus_42849_Transcript_1	1692	27
Locus_42848_Transcript_1	1215	27
Locus_12571_Transcript_1	945	120
Locus_97793_Transcript_1	3606	1270
Locus_97792_Transcript_1	3631	1270
Locus_103481_Transcript_1	696	608
Locus_34354_Transcript_1	1323	105
Locus_34353_Transcript_1	1449	92
Locus_35088_Transcript_1	1244	1180
Locus_35085_Transcript_1	762	65
Locus_53557_Transcript_1	3156	1266
Locus_78998_Transcript_1	7531	7251
Locus_104704_Transcript_1	3556	916
Locus_104705_Transcript_1	3378	773
Locus_104702_Transcript_1	3204	564
Locus_104700_Transcript_1	3413	773
Locus_104701_Transcript_1	3316	676
Locus_64625_Transcript_1	3132	3085
Locus_84130_Transcript_1	812	479
Locus_14630_Transcript_1	2051	65
Locus_40753_Transcript_1	2758	962
Locus_40752_Transcript_1	1707	1551
Locus_17746_Transcript_1	2279	86
Locus_17744_Transcript_1	2323	174
Locus_88575_Transcript_1	2464	1503
Locus_88573_Transcript_1	2295	2257
Locus_81241_Transcript_1	1352	227
Locus_8493_Transcript_1	1745	1357
Locus_8494_Transcript_1	1587	1357
Locus_56132_Transcript_1	5640	5454
Locus_56130_Transcript_1	5438	5252
Locus_57264_Transcript_1	2256	15
Locus_57267_Transcript_1	8775	537
Locus_57262_Transcript_1	2015	15
Locus_65514_Transcript_1	2517	757
Locus_65513_Transcript_1	2247	252
Locus_39880_Transcript_1	1714	191
Locus_68837_Transcript_1	2206	1329
Locus_68839_Transcript_1	2074	1197
Locus_22026_Transcript_1	1906	1765
Locus_22026_Transcript_2	1912	1765
Locus_25553_Transcript_2	2122	157
Locus_25553_Transcript_3	2044	157
Locus_25553_Transcript_4	1996	157
Locus_86434_Transcript_1	2797	2655
Locus_86432_Transcript_1	2764	2640
Locus_86433_Transcript_1	2790	2655
Locus_86430_Transcript_1	1002	867
Locus_86431_Transcript_1	3373	2640
Locus_97126_Transcript_1	3344	110
Locus_97124_Transcript_1	3402	110
Locus_97125_Transcript_1	3111	110
Locus_81149_Transcript_1	2464	122
Locus_23747_Transcript_1	751	43
Locus_46859_Transcript_1	5337	2678
Locus_81141_Transcript_1	2371	60
Locus_81140_Transcript_1	2360	60
Locus_81147_Transcript_1	2399	60
Locus_53743_Transcript_1	2727	136
Locus_53741_Transcript_1	978	136
Locus_53746_Transcript_1	2667	121
Locus_53744_Transcript_1	2756	136
Locus_53745_Transcript_1	2604	121
Locus_48686_Transcript_1	3563	3437
Locus_48685_Transcript_1	4377	3535
Locus_62308_Transcript_1	1774	125
Locus_62309_Transcript_1	1808	159
Locus_10193_Transcript_1	629	70
Locus_89083_Transcript_1	4853	68
Locus_109958_Transcript_1	3390	3300
Locus_65234_Transcript_1	1824	1525
Locus_65233_Transcript_1	1817	1518
Locus_65232_Transcript_1	1787	1488
Locus_65231_Transcript_1	4287	1567
Locus_65230_Transcript_1	3899	1570
Locus_109959_Transcript_1	3572	3482
Locus_59965_Transcript_1	2338	139
Locus_59966_Transcript_1	3208	139
Locus_11808_Transcript_1	680	601
Locus_34190_Transcript_1	391	64
Locus_34190_Transcript_2	669	342
Locus_34190_Transcript_3	563	236
Locus_34198_Transcript_1	2025	1650
Locus_34199_Transcript_1	2135	1760
Locus_30947_Transcript_3	668	556
Locus_30947_Transcript_4	572	519
Locus_30947_Transcript_5	638	526
Locus_48667_Transcript_1	1079	899
Locus_48666_Transcript_1	1422	880
Locus_100819_Transcript_1	1818	1758
Locus_8603_Transcript_1	2850	174
Locus_44969_Transcript_1	1254	324
Locus_124261_Transcript_1	2080	247
Locus_124261_Transcript_2	2345	247
Locus_20856_Transcript_5	857	82
Locus_99480_Transcript_1	4132	744
Locus_8897_Transcript_1	710	618
Locus_45602_Transcript_1	3419	271
Locus_45605_Transcript_1	3520	372
Locus_45606_Transcript_1	4273	372
Locus_79777_Transcript_1	1019	967
Locus_79774_Transcript_1	879	827
Locus_79770_Transcript_1	566	439
Locus_66691_Transcript_1	1124	956
Locus_66692_Transcript_1	4893	2650
Locus_66693_Transcript_1	1586	1302
Locus_66694_Transcript_1	3545	1302
Locus_50785_Transcript_1	1259	1070
Locus_50784_Transcript_1	1949	1022
Locus_50783_Transcript_1	2478	1457
Locus_50781_Transcript_1	745	556
Locus_103484_Transcript_1	2165	698
Locus_3589_Transcript_1	1476	160
Locus_3589_Transcript_2	1502	160
Locus_42619_Transcript_1	1721	1688
Locus_103480_Transcript_1	658	570
Locus_86838_Transcript_1	619	549
Locus_86839_Transcript_1	816	549
Locus_70082_Transcript_1	5595	1296
Locus_70083_Transcript_1	2484	2425
Locus_70080_Transcript_1	2150	1289
Locus_70081_Transcript_1	4296	1296
Locus_70084_Transcript_1	2506	2447
Locus_45370_Transcript_1	3965	2707
Locus_45371_Transcript_1	4031	2773
Locus_45372_Transcript_1	3336	2707
Locus_45373_Transcript_1	3402	2773
Locus_45374_Transcript_1	3261	2923
Locus_45375_Transcript_1	3976	3835
Locus_45376_Transcript_1	4126	3985
Locus_41701_Transcript_1	2116	13
Locus_41702_Transcript_1	2188	122
Locus_53296_Transcript_1	1315	51
Locus_19215_Transcript_1	1216	1199
Locus_82819_Transcript_1	2516	2431
Locus_97976_Transcript_1	1947	149
Locus_97973_Transcript_1	1756	144
Locus_97972_Transcript_1	1721	87
Locus_99431_Transcript_1	11,071	7008
Locus_118424_Transcript_1	866	71
Locus_118425_Transcript_1	920	330
Locus_93838_Transcript_1	3603	52
Locus_93839_Transcript_1	3582	52
Locus_39879_Transcript_1	1675	191
Locus_51607_Transcript_1	911	557
Locus_4853_Transcript_1	1154	206
Locus_4852_Transcript_1	1918	206
Locus_4851_Transcript_1	1982	206
Locus_4850_Transcript_1	1982	206
Locus_119591_Transcript_1	2987	86
Locus_103048_Transcript_1	2549	1908
Locus_88322_Transcript_1	2954	2728
Locus_46762_Transcript_1	2950	89
Locus_46763_Transcript_1	2997	89
Locus_46761_Transcript_1	2448	89
Locus_46764_Transcript_1	2952	89
Locus_46765_Transcript_1	4173	3207
Locus_44726_Transcript_1	6738	6647
Locus_95945_Transcript_1	3600	406
Locus_113012_Transcript_1	5054	289
Locus_118498_Transcript_1	2664	122
Locus_44186_Transcript_1	1778	298
Locus_44187_Transcript_1	1728	230
Locus_79914_Transcript_1	4777	481
Locus_79913_Transcript_1	3534	481
Locus_52712_Transcript_1	1731	426
Locus_52713_Transcript_1	1679	426
Locus_52710_Transcript_1	1091	153
Locus_52711_Transcript_1	1406	153
Locus_115738_Transcript_1	2145	2096
Locus_48162_Transcript_1	1575	40
Locus_48163_Transcript_1	1805	68
Locus_62663_Transcript_1	2094	137
Locus_99443_Transcript_1	6810	972
Locus_99442_Transcript_1	6039	92
Locus_99441_Transcript_1	11,310	7012
Locus_77391_Transcript_1	4752	1123
Locus_77390_Transcript_1	4961	1123
Locus_565_Transcript_1	3972	174
Locus_566_Transcript_1	2069	174
Locus_4848_Transcript_1	1982	206
Locus_87765_Transcript_1	2818	2064
Locus_87764_Transcript_1	2747	1993
Locus_87767_Transcript_1	2767	2013
Locus_87766_Transcript_1	2838	2084
Locus_87761_Transcript_1	2549	1795
Locus_87760_Transcript_1	2528	1774
Locus_102230_Transcript_1	964	910
Locus_18248_Transcript_1	2027	49
Locus_46487_Transcript_1	3130	68
Locus_46486_Transcript_1	3575	68
Locus_46485_Transcript_1	4436	68
Locus_46489_Transcript_1	1916	184
Locus_46488_Transcript_1	1907	177
Locus_72547_Transcript_1	828	698
Locus_97968_Transcript_1	1497	149
Locus_97969_Transcript_1	2104	149
Locus_47427_Transcript_1	1980	1786
Locus_84078_Transcript_1	3635	6
Locus_56220_Transcript_1	2590	2493
Locus_14086_Transcript_1	3463	112
Locus_14087_Transcript_1	3730	253
Locus_111823_Transcript_1	1581	1528
Locus_111822_Transcript_1	989	935
Locus_111825_Transcript_1	1590	1528
Locus_111824_Transcript_1	1590	1528
Locus_111826_Transcript_1	1590	1528
Locus_50065_Transcript_1	3486	1464
Locus_50062_Transcript_1	1898	1867
Locus_47839_Transcript_1	5064	4797
Locus_47838_Transcript_1	5088	4821
Locus_11355_Transcript_1	777	712
Locus_82728_Transcript_1	6479	6056
Locus_69329_Transcript_1	4514	146
Locus_69321_Transcript_1	6818	77
Locus_69320_Transcript_1	4456	81
Locus_69323_Transcript_1	6796	77
Locus_69322_Transcript_1	4175	77
Locus_69325_Transcript_1	4382	146
Locus_69324_Transcript_1	6495	77
Locus_69327_Transcript_1	4179	146
Locus_69326_Transcript_1	4404	146
Locus_87742_Transcript_1	2668	1645
Locus_87746_Transcript_1	3369	1645
Locus_87745_Transcript_1	3591	1645
Locus_35124_Transcript_1	1063	70
Locus_100818_Transcript_1	2177	2052
Locus_78027_Transcript_1	3603	256
Locus_78029_Transcript_1	4420	256
Locus_24028_Transcript_1	4314	225
Locus_38529_Transcript_1	3834	3731
Locus_5585_Transcript_1	1126	57
Locus_5585_Transcript_3	1159	55
Locus_96468_Transcript_1	1073	33
Locus_96469_Transcript_1	6597	6585
Locus_66582_Transcript_1	834	776
Locus_60986_Transcript_1	1473	1305
Locus_60985_Transcript_1	1455	1287
Locus_33600_Transcript_1	1900	1509
Locus_47460_Transcript_1	1928	1738
Locus_52317_Transcript_1	2652	92
Locus_107464_Transcript_1	5161	5112
Locus_52318_Transcript_1	4065	92
Locus_35830_Transcript_1	3052	53
Locus_35831_Transcript_1	2947	53
Locus_35832_Transcript_1	2868	53
Locus_35838_Transcript_1	1133	6
Locus_121625_Transcript_1	800	649
Locus_121627_Transcript_1	838	649
Locus_100328_Transcript_1	4104	1970
Locus_10019_Transcript_1	1700	49
Locus_10018_Transcript_1	4973	49
Locus_10017_Transcript_1	4949	49
Locus_10016_Transcript_1	5123	49
Locus_10015_Transcript_3	5099	49
Locus_66870_Transcript_1	1548	1491
Locus_66871_Transcript_1	1644	1587
Locus_16087_Transcript_1	1145	69
Locus_120599_Transcript_1	11,628	9761
Locus_81071_Transcript_1	2925	2308
Locus_81070_Transcript_1	2805	2188
Locus_68050_Transcript_1	512	14
Locus_68051_Transcript_1	1569	14
Locus_102258_Transcript_1	1656	670
Locus_102259_Transcript_1	1806	670
Locus_1529_Transcript_1	3284	1489
Locus_12283_Transcript_1	2156	88
Locus_3558_Transcript_1	4232	4191
Locus_127803_Transcript_1	3489	86
Locus_76664_Transcript_1	2076	1613
Locus_76665_Transcript_1	1740	1613
Locus_76666_Transcript_1	517	78
Locus_76667_Transcript_1	542	78
Locus_76660_Transcript_1	5096	1613
Locus_76661_Transcript_1	5096	1613
Locus_76662_Transcript_1	2076	1613
Locus_76663_Transcript_1	2076	1613
Locus_76669_Transcript_1	3941	3888
Locus_1525_Transcript_1	1631	1429
Locus_1526_Transcript_1	1577	1375
Locus_1527_Transcript_1	1579	1468
Locus_1520_Transcript_1	1620	1472
Locus_5777_Transcript_1	2349	157
Locus_5777_Transcript_2	2476	157
Locus_5777_Transcript_3	2412	157
Locus_5777_Transcript_4	2587	188
Locus_5777_Transcript_5	2613	188
Locus_1521_Transcript_1	1674	1526
Locus_47166_Transcript_1	3231	163
Locus_1522_Transcript_1	1596	1472
Locus_87534_Transcript_1	1991	1599
Locus_87535_Transcript_1	2492	1599
Locus_87536_Transcript_1	1953	1599
Locus_87533_Transcript_1	1464	1376
Locus_87539_Transcript_1	2523	2013
Locus_99527_Transcript_1	4818	2417
Locus_1523_Transcript_1	1650	1526
Locus_16532_Transcript_1	1387	11
Locus_16538_Transcript_1	997	12
Locus_16538_Transcript_2	1120	12
Locus_129322_Transcript_1	5212	5070
Locus_129325_Transcript_1	2424	1
Locus_129324_Transcript_1	2354	1
Locus_129324_Transcript_2	2550	100
Locus_42130_Transcript_1	917	847
Locus_99528_Transcript_1	2422	112
Locus_41131_Transcript_1	884	44
Locus_129684_Transcript_1	2686	2630
